LoanID,MasterUUID_of_member,ApplicationDate,first_payment_date,payment_count,notes
c6968649-84c9-4d4b-b522-01b5e4e38189,,2024-04-12,2024-04-12,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
7ba327aa-9d39-4fde-b772-dd6897c31f75,,2025-02-20,2025-02-20,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
b0674641-f6ba-4ed3-8469-8f0b127579f3,,2024-03-01,2024-03-01,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
d07432ca-c7e3-49fd-9834-b0f7b9b92271,,2021-07-14,2021-07-14,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
028de335-29c0-4533-bf97-8307be564425,,2024-08-08,2024-08-08,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
fddb79d1-d68e-491e-8adf-041504c8fa72,,2024-12-21,2024-12-21,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
5b5f61cb-599e-44b9-99a7-2bf6202e28f2,,2024-08-13,2024-08-13,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
74f48a71-f783-44cb-9ac6-8dfe76a0beab,,2024-03-27,2024-03-27,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
d96cbf9d-00d2-4e01-8f2d-13a1fca5cf26,,2025-01-18,2025-01-18,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
b39e9acf-faec-4609-a888-4961a62a9822,,2023-06-09,2023-06-09,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
381b160f-e134-4191-a6b3-5ead816dcbec,,2024-09-19,2024-09-19,11,Please add to Master_Analytical_Matrix.csv or mark as excluded
59a6a4e0-f148-4e34-8815-99f6d419ef26,,2024-05-10,2024-05-10,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
e00f5dfd-29d7-47cd-bd59-fcf7deb5a22d,,2022-07-09,2022-07-09,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
38b52cb5-a086-4434-b643-26bb3f588b97,,2022-06-15,2022-06-15,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
fa50d74f-a092-4fd0-b7df-a092feedf386,,2023-02-08,2023-02-08,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
a0dbad33-46c7-4ed4-ba70-4aa8fb06734a,,2022-04-20,2022-04-20,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
7729248f-df6f-482b-8625-488123e2b5e0,,2025-04-12,2025-04-12,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
855573d7-1a3a-48f6-a658-a66c43d4bcb9,,2025-04-08,2025-04-08,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
a8a969c2-9f32-4aad-b399-ec1ac455c347,,2023-08-24,2023-08-24,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
62ee52a0-4d05-4202-abd4-1fd0e636b900,,2023-06-07,2023-06-07,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
51c8fc2e-8d5f-4758-8fa5-40a0116b4087,,2022-10-14,2022-10-14,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
40494831-9f46-4d99-96de-0c8f884dff53,,2024-05-15,2024-05-15,10,Please add to Master_Analytical_Matrix.csv or mark as excluded
fd272ac6-962b-410f-8405-6694c19640a1,,2022-12-15,2022-12-15,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
015c882d-6b62-4f3d-b887-3350a347e687,,2022-12-16,2022-12-16,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
335ed7b9-ae25-4bc8-a051-b134c37d8f15,,2023-09-09,2023-09-09,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
acb4d422-69f3-47e7-bb04-12b5fbd5a603,,2023-02-02,2023-02-02,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
40dd469a-ff06-476a-a2d8-d9de0544330d,,2024-08-03,2024-08-03,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
2172517c-4258-4ac6-8eae-782ce7a01246,,2022-12-28,2022-12-28,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
2c609f80-6fed-4101-bd72-9585993fc8fb,,2023-07-18,2023-07-18,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
93ebff23-f79a-4b15-b066-a7866a7ffeda,,2025-05-03,2025-05-03,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
9a27c723-5ede-44bb-80d2-effe78446c32,,2025-05-07,2025-05-07,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
a67ab247-381c-4d04-851a-13aa23924d3b,,2025-04-05,2025-04-05,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
375be1bd-eb1f-428e-b674-aecaac4bed81,,2022-08-10,2022-08-10,9,Please add to Master_Analytical_Matrix.csv or mark as excluded
0f5875b4-40cf-42f4-8b80-953bb5f3d852,,2022-10-21,2022-10-21,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
7361c8d6-5705-4ef3-aa6b-53602b73234d,,2023-04-20,2023-04-20,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
341ee2f5-ec5c-4d8c-b4bd-ec2201cc7946,,2023-10-24,2023-10-24,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
5e545bcf-1743-4419-91d3-bda6ec57b1bf,,2025-01-10,2025-01-10,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
6e162a3b-e2aa-449e-a78b-75feefd8f19b,,2025-07-08,2025-07-08,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
5e809ebc-f4ad-4dd2-911d-c81200a4e440,,2023-06-30,2023-06-30,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
6b6d9ba2-009c-412f-b596-3266173adcee,,2023-12-22,2023-12-22,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
929a4f4e-8d30-4a0c-9c65-50647af3d900,,2024-06-06,2024-06-06,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
a3987622-000d-40a8-925d-3c8abe5b794c,,2025-02-21,2025-02-21,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
5855e1d5-0500-4f46-ba03-a035795543b8,,2025-02-08,2025-02-08,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
f16c8e04-51b8-4584-a7b9-a25784d5f8f0,,2022-07-08,2022-07-08,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
6d3d7f4f-b3ed-47bf-baca-1a1304e3e718,,2025-03-26,2025-03-26,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
851fdc5c-2437-436b-91b4-85eed9f2700f,,2024-02-07,2024-02-07,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
7dc329a3-8b9e-4256-93e0-c9e34485334f,,2025-02-13,2025-02-13,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
53bdb1ad-b4f7-49b0-be52-cb1ead34fdd8,,2024-02-29,2024-02-29,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
3ea4d5e2-20d5-4357-af89-a3a54a8546ad,,2025-01-31,2025-01-31,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
daa7f8ba-2bef-4364-838c-92559d87e590,,2021-01-13,2021-01-13,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
b3fca901-c53e-4afd-bd91-e0d9c28c6d77,,2023-06-20,2023-06-20,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
bb86258f-dc1b-484e-b7a2-d8ee58a8b278,,2022-09-07,2022-09-07,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
77f230f8-fbc2-4875-bff3-de176fca3951,,2024-09-03,2024-10-15,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
e8e36b9c-4182-4156-bc94-b489349a52d6,,2023-06-21,2023-06-21,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
0754f298-f2c8-45d1-95a6-cdfc475260ee,,2024-03-12,2024-03-12,8,Please add to Master_Analytical_Matrix.csv or mark as excluded
b2b4de42-2618-4f0a-9fa2-f5127bf11067,,2023-06-03,2023-06-03,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
f0d7048d-4dff-4c0c-8320-337b25ad1a52,,2024-08-16,2024-08-16,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
d77db687-ae45-490b-bfb8-15be89be66d2,,2025-02-13,2025-02-13,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
287f56f5-faf1-4818-9ee9-cc6090c9099a,,2024-07-25,2024-07-25,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
942b6d5b-d892-40f8-92ee-96ab671c2bf9,,2023-09-09,2023-09-09,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
2adb706b-2436-4fbb-a38d-2b18e3e3c9eb,,2025-08-27,2025-08-27,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
c4dfd94d-7c90-4a4f-8f85-893c5e1f4563,,2022-07-01,2022-07-27,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
91a73bef-d402-4420-9e05-2f35127c49c3,,2022-12-02,2022-12-02,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
c5132fcb-c114-47bd-83a8-ccf34199c611,,2025-01-10,2025-01-10,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
58c9d9b3-4fa2-41ed-9cb4-ceff199c958d,,2025-08-20,2025-08-20,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
33d0fd76-a513-419e-b2ca-2fc2e198f65f,,2025-02-08,2025-02-08,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
66d640a2-823e-41cd-a0ed-2dae76031fd3,,2025-07-16,2025-07-16,7,Please add to Master_Analytical_Matrix.csv or mark as excluded
ac3ef20b-0fb9-4be9-ab7a-11dee8b34e27,,2022-11-29,2022-11-29,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
23f807ca-787d-40a8-9b2f-cc5ba33d6e82,,2025-08-01,2025-08-01,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
d723e56e-9b9c-4426-9a37-1a9525ce03f9,,2025-05-24,2025-05-24,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
f80e85ef-c957-43e5-b257-7ad58a643cb2,,2024-08-08,2024-08-08,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
587be54e-0abf-4021-b967-187211313ca7,,2024-01-23,2024-01-23,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
83aa8a60-0dc5-4230-93b9-543555f7dfc6,,2025-07-12,2025-07-12,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
6d023b26-a39e-4c27-beaa-68180303f78d,,2025-04-26,2025-04-26,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
601190ab-31d5-4ddd-9ce2-f564b6258c6e,,2025-01-30,2025-01-30,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
699808fa-f288-40a9-9bc9-2564b68cdd84,,2024-03-12,2024-04-16,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
4b7b00fc-5450-4465-802e-1995de46f66a,,2023-02-18,2023-02-18,6,Please add to Master_Analytical_Matrix.csv or mark as excluded
39c11cf6-4d0b-4003-8842-c0d7bb092b6b,,2025-07-12,2025-07-12,5,Please add to Master_Analytical_Matrix.csv or mark as excluded
0ddfa2dc-1e2d-4ffb-8924-1acd358fac7a,,2025-08-20,2025-08-20,5,Please add to Master_Analytical_Matrix.csv or mark as excluded
3ac24fc9-98c8-490d-826e-619b47ae58fd,,2024-11-23,2024-11-23,5,Please add to Master_Analytical_Matrix.csv or mark as excluded
174d1c6a-e618-41bd-8590-dd39e1267ec0,,2025-03-12,2025-03-12,5,Please add to Master_Analytical_Matrix.csv or mark as excluded
e107b4b7-bee3-42d9-85ac-7f30e8f88923,,2022-11-11,2022-11-11,4,Please add to Master_Analytical_Matrix.csv or mark as excluded
8d9dabe7-cbe9-4080-af48-6ec420311f17,,2023-05-04,2023-05-04,4,Please add to Master_Analytical_Matrix.csv or mark as excluded
3984f146-5e4d-4d0a-aa63-81113101275d,,2022-02-12,2022-02-12,4,Please add to Master_Analytical_Matrix.csv or mark as excluded
2a3b5d62-1852-4e61-a5fb-7b3461af5d86,,2018-04-14,2018-04-14,4,Please add to Master_Analytical_Matrix.csv or mark as excluded
143a9248-184a-460e-841a-0ad195eee25c,,2025-09-04,2025-09-04,4,Please add to Master_Analytical_Matrix.csv or mark as excluded
ea8889a7-5709-4539-b2b9-fdb711c70e50,,2025-10-04,2025-10-04,4,Please add to Master_Analytical_Matrix.csv or mark as excluded
4199bc6f-9b2f-4d40-8ad9-1119c4c499c5,,2025-09-02,2025-09-02,4,Please add to Master_Analytical_Matrix.csv or mark as excluded
97d878d9-ae12-44c0-8a1e-d62d381547d7,,2024-05-24,2024-05-24,3,Please add to Master_Analytical_Matrix.csv or mark as excluded
6cb6ae85-46b2-4127-93ec-6491a64771d5,,2018-06-07,2018-06-07,3,Please add to Master_Analytical_Matrix.csv or mark as excluded
7dccc6c4-0140-4523-9b78-568c3b22dd09,,2019-08-15,2019-08-15,3,Please add to Master_Analytical_Matrix.csv or mark as excluded
bc62f1ae-5346-4f0b-a22b-9bdd4a6df136,,2025-12-02,2025-12-02,2,Please add to Master_Analytical_Matrix.csv or mark as excluded
203f7db3-ab51-4b31-834e-eb3c91fbd4a5,,2025-03-20,2025-03-20,2,Please add to Master_Analytical_Matrix.csv or mark as excluded
33d9253f-7879-4e7b-b8ac-d54b4a29051b,,2025-12-03,2025-12-03,2,Please add to Master_Analytical_Matrix.csv or mark as excluded
5805d5f1-9111-4eb4-8617-ae4194ea8681,,2023-08-11,2023-08-11,2,Please add to Master_Analytical_Matrix.csv or mark as excluded
9f0f12a0-25b6-49d3-b8f1-2ff2ef43731b,,2025-12-26,2025-12-26,1,Please add to Master_Analytical_Matrix.csv or mark as excluded
36dd9cd8-af85-46ef-84db-dfbec1cba232,,2022-12-16,2022-12-16,1,Please add to Master_Analytical_Matrix.csv or mark as excluded
ee490f8c-c549-4ac1-a62f-2f4293097496,,2025-05-24,2025-05-24,1,Please add to Master_Analytical_Matrix.csv or mark as excluded
cdbd8f7b-be96-45a4-b836-2e0d48da24ba,,2025-12-03,2025-12-03,1,Please add to Master_Analytical_Matrix.csv or mark as excluded
